,AirportID,Name,City,Country,IATA,ICA,Latitude,Longitude,Altitude,Timezone,DST,Tz,Type,Source,MergedTz
4077,4375,Sary-Arka Airport,Karaganda,Kazakhstan,KGF,UAKK,49.670799255371094,73.33439636230469,1765,6.0,U,Asia/Qyzylorda,airport,OurAirports,Asia/Almaty
4078,4376,Novosibirsk North Airport,Novosibirsk,Russia,,UNCC,55.09170150756836,82.90670013427734,558,7.0,N,Asia/Krasnoyarsk,airport,OurAirports,Asia/Novosibirsk
4081,4380,Longjia Airport,Changchun,China,CGQ,ZYCC,43.9962005615,125.684997559,706,8.0,U,Asia/Shanghai,airport,OurAirports,Asia/Harbin
4084,4383,Smith Field,Fort Wayne IN,United States,SMD,KSMD,41.14339828,-85.15280151,835,-5.0,A,America/New_York,airport,OurAirports,America/Indiana/Indianapolis
4105,5419,Buka Airport,Buka Island,Papua New Guinea,BUA,AYBK,-5.422319889068604,154.67300415039062,11,10.0,U,Pacific/Port_Moresby,airport,OurAirports,Pacific/Bougainville
4125,5439,Neerlerit Inaat Airport,Neerlerit Inaat,Greenland,CNP,BGCO,70.7431030273,-22.650499343899998,45,-1.0,E,America/Scoresbysund,airport,OurAirports,America/Danmarkshavn
4144,5461,Rigolet Airport,Rigolet,Canada,YRG,CCZ2,54.1796989440918,-58.45750045776367,180,-4.0,A,America/Halifax,airport,OurAirports,America/Goose_Bay
4145,5462,Colville Lake Airport,Colville Lake,Canada,YCK,CEB3,67.0392,-126.08,850,-7.0,A,America/Edmonton,airport,OurAirports,America/Yellowknife
4146,5463,Whatì Airport,Whatì,Canada,YLE,CEM3,63.13169860839844,-117.24600219726562,882,-7.0,A,America/Edmonton,airport,OurAirports,America/Yellowknife
4149,5466,Wunnumin Lake Airport,Wunnumin Lake,Canada,WNN,CKL3,52.89390182495117,-89.28919982910156,819,-5.0,A,America/Toronto,airport,OurAirports,America/Winnipeg
4152,5469,Kingfisher Lake Airport,Kingfisher Lake,Canada,KIF,CNM5,53.01250076293945,-89.85530090332031,866,-5.0,A,America/Toronto,airport,OurAirports,America/Winnipeg
4155,5472,Chisasibi Airport,Chisasibi,Canada,YKU,CSU2,53.80559921264648,-78.91690063476562,43,-5.0,A,America/Toronto,airport,OurAirports,America/Montreal
4160,5480,Kasabonika Airport,Kasabonika,Canada,XKS,CYAQ,53.52470016479492,-88.6427993774414,672,-5.0,A,America/Toronto,airport,OurAirports,America/Winnipeg
4161,5481,Kangirsuk Airport,Kangirsuk,Canada,YKG,CYAS,60.027198791503906,-69.99919891357422,403,-5.0,A,America/Toronto,airport,OurAirports,America/Montreal
4166,5486,Cartwright Airport,Cartwright,Canada,YRF,CYCA,53.68280029296875,-57.04190063476562,40,-4.0,A,America/Halifax,airport,OurAirports,America/Goose_Bay
4167,5487,Chesterfield Inlet Airport,Chesterfield Inlet,Canada,YCS,CYCS,63.346900939899996,-90.7311019897,32,-6.0,A,America/Winnipeg,airport,OurAirports,America/Rankin_Inlet
4168,5488,Nain Airport,Nain,Canada,YDP,CYDP,56.54919815063477,-61.68030166625977,22,-4.0,A,America/Halifax,airport,OurAirports,America/Goose_Bay
4172,5492,Makkovik Airport,Makkovik,Canada,YMN,CYFT,55.07690048217773,-59.1864013671875,234,-4.0,A,America/Halifax,airport,OurAirports,America/Goose_Bay
4175,5495,Igloolik Airport,Igloolik,Canada,YGT,CYGT,69.3647003174,-81.8161010742,174,-5.0,A,America/Toronto,airport,OurAirports,America/Iqaluit
4176,5496,Kuujjuarapik Airport,Kuujjuarapik,Canada,YGW,CYGW,55.281898498535156,-77.76529693603516,34,-5.0,A,America/Toronto,airport,OurAirports,America/Montreal
4178,5498,Grise Fiord Airport,Grise Fiord,Canada,YGZ,CYGZ,76.4261016846,-82.90920257570002,146,-5.0,A,America/Toronto,airport,OurAirports,America/Iqaluit
4179,5499,Quaqtaq Airport,Quaqtaq,Canada,YQC,CYHA,61.0463981628418,-69.6177978515625,103,-5.0,A,America/Toronto,airport,OurAirports,America/Montreal
4181,5501,Nemiscau Airport,Nemiscau,Canada,YNS,CYHH,51.69110107421875,-76.1355972290039,802,-5.0,A,America/Toronto,airport,OurAirports,America/Montreal
4182,5502,Hopedale Airport,Hopedale,Canada,YHO,CYHO,55.44829940795898,-60.228599548339844,39,-4.0,A,America/Halifax,airport,OurAirports,America/Goose_Bay
4184,5504,Ivujivik Airport,Ivujivik,Canada,YIK,CYIK,62.41730117797852,-77.92530059814453,126,-5.0,A,America/Toronto,airport,OurAirports,America/Montreal
4186,5506,Akulivik Airport,Akulivik,Canada,AKV,CYKO,60.81859970092773,-78.14859771728516,75,-5.0,A,America/Toronto,airport,OurAirports,America/Montreal
4187,5507,Waskaganish Airport,Waskaganish,Canada,YKQ,CYKQ,51.47330093383789,-78.75830078125,80,-5.0,A,America/Toronto,airport,OurAirports,America/Montreal
4188,5508,Aupaluk Airport,Aupaluk,Canada,YPJ,CYLA,59.29669952392578,-69.59970092773439,119,-5.0,A,America/Toronto,airport,OurAirports,America/Montreal
4189,5509,Kimmirut Airport,Kimmirut,Canada,YLC,CYLC,62.8499984741,-69.88330078119999,175,-5.0,A,America/Toronto,airport,OurAirports,America/Iqaluit
4191,5511,St Georges Airport,Lutselk'e,Canada,YSG,CYSG,46.09640121459999,-70.7146987915,893,-5.0,A,America/Toronto,airport,OurAirports,America/Montreal
4192,5512,Kangiqsualujjuaq (Georges River) Airport,Kangiqsualujjuaq,Canada,XGR,CYLU,58.71139907836914,-65.9927978515625,215,-5.0,A,America/Toronto,airport,OurAirports,America/Montreal
4194,5514,Chapais Airport,Chibougamau,Canada,YMT,CYMT,49.77190017700195,-74.5280990600586,1270,-5.0,A,America/Toronto,airport,OurAirports,America/Montreal
4195,5515,Umiujaq Airport,Umiujaq,Canada,YUD,CYMU,56.53609848022461,-76.51830291748047,250,-5.0,A,America/Toronto,airport,OurAirports,America/Montreal
4196,5516,Wemindji Airport,Wemindji,Canada,YNC,CYNC,53.01060104370117,-78.83110046386719,66,-5.0,A,America/Toronto,airport,OurAirports,America/Montreal
4200,5520,Inukjuak Airport,Inukjuak,Canada,YPH,CYPH,58.471900939941406,-78.07689666748047,83,-5.0,A,America/Toronto,airport,OurAirports,America/Montreal
4206,5526,Rae Lakes Airport,Gamètì,Canada,YRA,CYRA,64.11609649658203,-117.30999755859376,723,-7.0,A,America/Edmonton,airport,OurAirports,America/Yellowknife
4214,5534,Whale Cove Airport,Whale Cove,Canada,YXN,CYXN,62.24000167849999,-92.5980987549,40,-6.0,A,America/Winnipeg,airport,OurAirports,America/Rankin_Inlet
4215,5535,Salluit Airport,Salluit,Canada,YZG,CYZG,62.17940139770508,-75.66719818115234,743,-5.0,A,America/Toronto,airport,OurAirports,America/Montreal
4218,5538,Bathurst Airport,Bathurst,Canada,ZBF,CZBF,47.629699707,-65.738899231,193,-4.0,A,America/Halifax,airport,OurAirports,America/Moncton
4219,5539,Eastmain River Airport,Eastmain River,Canada,ZEM,CZEM,52.22639846801758,-78.52249908447266,24,-5.0,A,America/Toronto,airport,OurAirports,America/Montreal
4230,5550,Churchill Falls Airport,Churchill Falls,Canada,ZUM,CZUM,53.5619010925293,-64.10639953613281,1442,-4.0,A,America/Halifax,airport,OurAirports,America/Goose_Bay
4378,5711,Diu Airport,Diu,India,DIU,VA1P,20.71310043334961,70.92109680175781,31,5.5,N,Asia/Calcutta,airport,OurAirports,Asia/Kolkata
4385,5720,Alpena County Regional Airport,Alpena,United States,APN,KAPN,45.07809829999999,-83.56030273,690,-5.0,A,America/New_York,airport,OurAirports,America/Detroit
4394,5729,Chippewa County International Airport,Sault Ste Marie,United States,CIU,KCIU,46.25080108642578,-84.47239685058594,800,-5.0,A,America/New_York,airport,OurAirports,America/Detroit
4397,5732,Houghton County Memorial Airport,Hancock,United States,CMX,KCMX,47.16839981079102,-88.48909759521484,1095,-5.0,A,America/New_York,airport,OurAirports,America/Detroit
4419,5754,Muskegon County Airport,Muskegon,United States,MKG,KMKG,43.16949844,-86.23819733,629,-5.0,A,America/New_York,airport,OurAirports,America/Detroit
4425,5760,Pocatello Regional Airport,Pocatello,United States,PIH,KPIH,42.9098014831543,-112.59600067138672,4452,-7.0,A,America/Denver,airport,OurAirports,America/Boise
4427,5762,Pellston Regional Airport of Emmet County Airport,Pellston,United States,PLN,KPLN,45.57089996,-84.79669952,721,-5.0,A,America/New_York,airport,OurAirports,America/Detroit
4444,5780,Ercan International Airport,Nicosia,Cyprus,ECN,LCEN,35.15470123291016,33.49610137939453,404,2.0,E,Asia/Nicosia,airport,OurAirports,Asia/Famagusta
4595,5960,Gustavus Airport,Gustavus,United States,GST,PAGS,58.42530060000001,-135.7070007,35,-9.0,A,America/Anchorage,airport,OurAirports,America/Juneau
4596,5961,Skagway Airport,Skagway,United States,SGY,PAGY,59.46009826660156,-135.31599426269528,44,-9.0,A,America/Anchorage,airport,OurAirports,America/Juneau
4598,5963,Haines Airport,Haines,United States,HNS,PAHN,59.24380111694336,-135.52400207519528,15,-9.0,A,America/Anchorage,airport,OurAirports,America/Juneau
4601,5966,Mountain Village Airport,Mountain Village,United States,MOU,PAMO,62.09540176391602,-163.6820068359375,337,-9.0,A,America/Anchorage,airport,OurAirports,America/Nome
4603,5968,Chevak Airport,Chevak,United States,VAK,PAVA,61.5409,-165.6005,75,-9.0,A,America/Anchorage,airport,OurAirports,America/Nome
4604,5969,Wrangell Airport,Wrangell,United States,WRG,PAWG,56.48429871,-132.36999509999998,49,-9.0,A,America/Anchorage,airport,OurAirports,America/Sitka
4647,6032,Santa Teresita Airport,Santa Teresita,Argentina,SST,SAZL,-36.5423,-56.7218,9,-3.0,N,America/Buenos_Aires,airport,OurAirports,America/Argentina/Buenos_Aires
4648,6033,Necochea Airport,Necochea,Argentina,NEC,SAZO,-38.4831,-58.8172,72,-3.0,N,America/Buenos_Aires,airport,OurAirports,America/Argentina/Buenos_Aires
4650,6036,Coronel Horácio de Mattos Airport,Lençóis,Brazil,LEC,SBLE,-12.4822998047,-41.2770004272,1676,-3.0,S,America/Fortaleza,airport,OurAirports,America/Bahia
4653,6039,Vitória da Conquista Airport,Vitória Da Conquista,Brazil,VDC,SBQV,-14.8627996445,-40.8630981445,3002,-3.0,S,America/Fortaleza,airport,OurAirports,America/Bahia
4676,6062,Mucuri Airport,Mucuri,Brazil,MVS,SNMU,-18.048900604248047,-39.864200592041016,276,-3.0,S,America/Fortaleza,airport,OurAirports,America/Bahia
4685,6073,Ji-Paraná Airport,Ji-Paraná,Brazil,JPR,SWJI,-10.870800018299999,-61.8465003967,598,-4.0,S,America/Boa_Vista,airport,OurAirports,America/Porto_Velho
4695,6083,Kokshetau Airport,Kokshetau,Kazakhstan,KOV,UACK,53.3291015625,69.59459686279297,900,6.0,U,Asia/Qyzylorda,airport,OurAirports,Asia/Almaty
4696,6084,Petropavlosk South Airport,Petropavlosk,Kazakhstan,PPK,UACP,54.77470016479492,69.18389892578125,453,6.0,U,Asia/Qyzylorda,airport,OurAirports,Asia/Almaty
4697,6085,Zhezkazgan Airport,Zhezkazgan,Kazakhstan,DZN,UAKD,47.708302,67.733299,1250,6.0,U,Asia/Qyzylorda,airport,OurAirports,Asia/Almaty
4698,6086,Ust-Kamennogorsk Airport,Ust Kamenogorsk,Kazakhstan,UKK,UASK,50.036598205566406,82.49420166015625,939,6.0,U,Asia/Qyzylorda,airport,OurAirports,Asia/Almaty
4713,6103,Zaporizhzhia International Airport,Zaporozhye,Ukraine,OZH,UKDE,47.86700057983398,35.31570053100586,373,2.0,E,Europe/Kiev,airport,OurAirports,Europe/Zaporozhye
4719,6109,Uzhhorod International Airport,Uzhgorod,Ukraine,UDJ,UKLU,48.6343002319336,22.263399124145508,383,2.0,E,Europe/Kiev,airport,OurAirports,Europe/Uzhgorod
4729,6119,Spichenkovo Airport,Novokuznetsk,Russia,NOZ,UNWW,53.8114013671875,86.877197265625,1024,7.0,N,Asia/Krasnoyarsk,airport,OurAirports,Asia/Novokuznetsk
4740,6134,Akutan Seaplane Base,Akutan,United States,KQA,KQA,54.1337704415,-165.77889561700002,0,-9.0,A,America/Anchorage,airport,OurAirports,America/Nome
4747,6142,Pobedilovo Airport,Kirov,Russia,KVX,USKK,58.50329971313501,49.348300933838,479,3.0,N,Europe/Moscow,airport,OurAirports,Europe/Kirov
4753,6148,Andizhan Airport,Andizhan,Uzbekistan,AZN,UTKA,40.7276992798,72.2939987183,1515,5.0,U,Asia/Samarkand,airport,OurAirports,Asia/Tashkent
4754,6149,Fergana International Airport,Fergana,Uzbekistan,FEG,UTKF,40.3587989807,71.7450027466,1980,5.0,U,Asia/Samarkand,airport,OurAirports,Asia/Tashkent
4755,6150,Namangan Airport,Namangan,Uzbekistan,NMA,UTKN,40.9846000671,71.5567016602,1555,5.0,U,Asia/Samarkand,airport,OurAirports,Asia/Tashkent
4768,6163,Ulyanovsk East Airport,Ulyanovsk,Russia,ULY,UWLW,54.4010009765625,48.80270004272461,252,4.0,N,Europe/Samara,airport,OurAirports,Europe/Ulyanovsk
4772,6167,Balakovo Airport,Balakovo,Russia,BWO,UWSB,51.8582992554,47.7456016541,95,3.0,N,Europe/Moscow,airport,OurAirports,Europe/Saratov
4773,6168,Hubli Airport,Hubli,India,HBX,VAHB,15.361700058,75.08489990230001,2171,5.5,N,Asia/Calcutta,airport,OurAirports,Asia/Kolkata
4777,6172,Shillong Airport,Shillong,India,SHL,VEBI,25.70359992980957,91.97869873046876,2910,5.5,N,Asia/Calcutta,airport,OurAirports,Asia/Kolkata
4778,6173,Lokpriya Gopinath Bordoloi International Airport,Guwahati,India,GAU,VEGT,26.10610008239746,91.58589935302734,162,5.5,N,Asia/Calcutta,airport,OurAirports,Asia/Kolkata
4779,6174,Dimapur Airport,Dimapur,India,DMU,VEMR,25.883899688699998,93.77110290530001,487,5.5,N,Asia/Calcutta,airport,OurAirports,Asia/Kolkata
4780,6175,Tezpur Airport,Tezpur,India,TEZ,VETZ,26.7091007232666,92.78469848632812,240,5.5,N,Asia/Calcutta,airport,OurAirports,Asia/Kolkata
4783,6179,Bharatpur Airport,Bharatpur,Nepal,BHR,VNBP,27.6781005859375,84.42939758300781,600,5.75,N,Asia/Katmandu,airport,OurAirports,Asia/Kathmandu
4784,6180,Bhadrapur Airport,Chandragarhi,Nepal,BDP,VNCG,26.5708007812,88.07959747310001,300,5.75,N,Asia/Katmandu,airport,OurAirports,Asia/Kathmandu
4785,6181,Meghauli Airport,Meghauli,Nepal,MEY,VNMG,27.5774,84.22875,600,5.75,N,Asia/Katmandu,airport,OurAirports,Asia/Kathmandu
4786,6182,Nepalgunj Airport,Nepalgunj,Nepal,KEP,VNNG,28.103599548339844,81.66699981689453,540,5.75,N,Asia/Katmandu,airport,OurAirports,Asia/Kathmandu
4791,6187,Buon Ma Thuot Airport,Buonmethuot,Vietnam,BMV,VVBM,12.668299675,108.120002747,1729,7.0,U,Asia/Saigon,airport,OurAirports,Asia/Ho_Chi_Minh
4792,6188,Cat Bi International Airport,Haiphong,Vietnam,HPH,VVCI,20.81940078735352,106.7249984741211,6,7.0,U,Asia/Saigon,airport,OurAirports,Asia/Ho_Chi_Minh
4793,6189,Cam Ranh Airport,Nha Trang,Vietnam,CXR,VVCR,11.99820041656494,109.21900177001952,40,7.0,U,Asia/Saigon,airport,OurAirports,Asia/Ho_Chi_Minh
4794,6190,Co Ong Airport,Conson,Vietnam,VCS,VVCS,8.73182964325,106.633003235,20,7.0,U,Asia/Saigon,airport,OurAirports,Asia/Ho_Chi_Minh
4795,6191,Can Tho International Airport,Can Tho,Vietnam,VCA,VVCT,10.085100173999999,105.711997986,9,7.0,U,Asia/Saigon,airport,OurAirports,Asia/Ho_Chi_Minh
4796,6192,Dien Bien Phu Airport,Dienbienphu,Vietnam,DIN,VVDB,21.3974990845,103.008003235,1611,7.0,U,Asia/Saigon,airport,OurAirports,Asia/Ho_Chi_Minh
4797,6193,Phu Cat Airport,Phucat,Vietnam,UIH,VVPC,13.954999923699999,109.041999817,80,7.0,U,Asia/Saigon,airport,OurAirports,Asia/Ho_Chi_Minh
4798,6194,Pleiku Airport,Pleiku,Vietnam,PXU,VVPK,14.00450038909912,108.01699829101562,2434,7.0,U,Asia/Saigon,airport,OurAirports,Asia/Ho_Chi_Minh
4799,6195,Vinh Airport,Vinh,Vietnam,VII,VVVH,18.7376003265,105.67099762,23,7.0,U,Asia/Saigon,airport,OurAirports,Asia/Ho_Chi_Minh
4815,6211,Sampit(Hasan) Airport,Sampit-Borneo Island,Indonesia,SMQ,WAOS,-2.49919009209,112.974998474,50,7.0,N,Asia/Jakarta,airport,OurAirports,Asia/Pontianak
4818,6214,Belaga Airport,Belaga,Malaysia,BLG,WBGC,2.65000009537,113.76699829100001,200,8.0,N,Asia/Kuala_Lumpur,airport,OurAirports,Asia/Kuching
4819,6215,Long Lellang Airport,Long Datih,Malaysia,LGL,WBGF,3.42100000381,115.153999329,1400,8.0,N,Asia/Kuala_Lumpur,airport,OurAirports,Asia/Kuching
4820,6216,Long Seridan Airport,Long Seridan,Malaysia,ODN,WBGI,3.9670000076293945,115.0500030517578,607,8.0,N,Asia/Kuala_Lumpur,airport,OurAirports,Asia/Kuching
4821,6217,Mukah Airport,Mukah,Malaysia,MKM,WBGK,2.9063899517059326,112.08000183105469,13,8.0,N,Asia/Kuala_Lumpur,airport,OurAirports,Asia/Kuching
4822,6218,Bakalalan Airport,Bakalalan,Malaysia,BKM,WBGQ,3.973999977111816,115.61799621582031,2900,8.0,N,Asia/Kuala_Lumpur,airport,OurAirports,Asia/Kuching
4823,6219,Lawas Airport,Lawas,Malaysia,LWY,WBGW,4.849170207977295,115.40799713134766,5,8.0,N,Asia/Kuala_Lumpur,airport,OurAirports,Asia/Kuching
4824,6220,Bario Airport,Bario,Malaysia,BBN,WBGZ,3.7338900566101074,115.47899627685548,3350,8.0,N,Asia/Kuala_Lumpur,airport,OurAirports,Asia/Kuching
4825,6221,Tomanggong Airport,Tomanggong,Malaysia,TMG,WBKM,5.400000095367432,118.6500015258789,26,8.0,N,Asia/Kuala_Lumpur,airport,OurAirports,Asia/Kuching
4826,6222,Kudat Airport,Kudat,Malaysia,KUD,WBKT,6.922500133514403,116.83599853515624,10,8.0,N,Asia/Kuala_Lumpur,airport,OurAirports,Asia/Kuching
4830,6226,Pangsuma Airport,Putussibau-Borneo Island,Indonesia,PSU,WIOP,0.8355780243873596,112.93699645996094,297,7.0,N,Asia/Jakarta,airport,OurAirports,Asia/Pontianak
4831,6227,Sintang(Susilo) Airport,Sintang-Borneo Island,Indonesia,SQG,WIOS,0.06361900269985199,111.4729995727539,98,7.0,N,Asia/Jakarta,airport,OurAirports,Asia/Pontianak
4844,6241,Broken Hill Airport,Broken Hill,Australia,BHQ,YBHI,-32.0013999939,141.472000122,958,9.5,O,Australia/Adelaide,airport,OurAirports,Australia/Broken_Hill
4845,6242,Hamilton Island Airport,Hamilton Island,Australia,HTI,YBHM,-20.358100891099998,148.95199585,15,10.0,O,Australia/Brisbane,airport,OurAirports,Australia/Lindeman
4867,6264,Devonport Airport,Devonport,Australia,DPO,YDPO,-41.169700622600004,146.429992676,33,10.0,O,Australia/Melbourne,airport,OurAirports,Australia/Hobart
4870,6267,Flinders Island Airport,Flinders Island,Australia,FLS,YFLI,-40.0917015076,147.992996216,10,10.0,O,Australia/Melbourne,airport,OurAirports,Australia/Hobart
4877,6274,Mount Hotham Airport,Mount Hotham,Australia,MHU,YHOT,-37.0475006104,147.333999634,4260,10.0,O,Australia/Hobart,airport,OurAirports,Australia/Melbourne
4881,6278,King Island Airport,King Island,Australia,KNS,YKII,-39.87749862670898,143.8780059814453,132,10.0,O,Australia/Melbourne,airport,OurAirports,Australia/Currie
4901,6298,Mildura Airport,Mildura,Australia,MQL,YMIA,-34.229198455799995,142.085998535,167,10.0,O,Australia/Hobart,airport,OurAirports,Australia/Melbourne
4924,6321,Portland Airport,Portland,Australia,PTJ,YPOD,-38.31809997558594,141.4709930419922,265,10.0,O,Australia/Hobart,airport,OurAirports,Australia/Melbourne
4931,6328,Strahan Airport,Strahan,Australia,SRN,YSRN,-42.15499877929688,145.29200744628906,20,10.0,O,Australia/Melbourne,airport,OurAirports,Australia/Hobart
4941,6338,Wynyard Airport,Burnie,Australia,BWT,YWYY,-40.9989013671875,145.7310028076172,62,10.0,O,Australia/Melbourne,airport,OurAirports,Australia/Hobart
4948,6345,Baita International Airport,Hohhot,China,HET,ZBHH,40.851398468,111.823997498,3556,8.0,U,Asia/Shanghai,airport,OurAirports,Asia/Chongqing
4949,6346,Baotou Airport,Baotou,China,BAV,ZBOW,40.560001373291016,109.99700164794922,3321,8.0,U,Asia/Shanghai,airport,OurAirports,Asia/Chongqing
4954,6351,Beihai Airport,Beihai,China,BHY,ZGBH,21.5394,109.293999,0,8.0,U,Asia/Shanghai,airport,OurAirports,Asia/Chongqing
4959,6356,Liuzhou Bailian Airport,Liuzhou,China,LZH,ZGZH,24.2075,109.390999,295,8.0,U,Asia/Shanghai,airport,OurAirports,Asia/Chongqing
4960,6357,Zhanjiang Airport,Zhanjiang,China,ZHA,ZGZJ,21.214399,110.358002,125,8.0,U,Asia/Shanghai,airport,OurAirports,Asia/Urumqi
4965,6362,Ankang Wulipu Airport,Ankang,China,AKA,ZLAK,32.708099,108.931,860,8.0,U,Asia/Shanghai,airport,OurAirports,Asia/Chongqing
4966,6363,Golmud Airport,Golmud,China,GOQ,ZLGM,36.4006,94.786102,9334,8.0,U,Asia/Shanghai,airport,OurAirports,Asia/Urumqi
4967,6364,Hanzhong Chenggu Airport,Hanzhong,China,HZG,ZLHZ,33.063598999999996,107.008003,0,8.0,U,Asia/Shanghai,airport,OurAirports,Asia/Chongqing
4968,6365,Qingyang Airport,Qingyang,China,IQN,ZLQY,35.799702,107.602997,0,8.0,U,Asia/Shanghai,airport,OurAirports,Asia/Chongqing
4969,6366,Xining Caojiabu Airport,Xining,China,XNN,ZLXN,36.5275,102.042999,7119,8.0,U,Asia/Shanghai,airport,OurAirports,Asia/Chongqing
4970,6367,Yan'an Ershilipu Airport,Yan'an,China,ENY,ZLYA,36.636902,109.554001,3100,8.0,U,Asia/Shanghai,airport,OurAirports,Asia/Chongqing
4971,6368,Yulin Yuyang Airport,Yulin,China,UYN,ZLYL,38.35971,109.59092700000001,0,8.0,U,Asia/Shanghai,airport,OurAirports,Asia/Chongqing
4973,6370,Altai Airport,Altai,Mongolia,LTI,ZMAT,46.37639999389648,96.22109985351562,7260,8.0,U,Asia/Ulaanbaatar,airport,OurAirports,Asia/Hovd
4978,6375,Diqing Airport,Shangri-La,China,DIG,ZPDQ,27.7936,99.6772,10761,8.0,U,Asia/Shanghai,airport,OurAirports,Asia/Chongqing
4979,6376,Mangshi Airport,Luxi,China,LUM,ZPLX,24.4011,98.5317,2890,8.0,U,Asia/Shanghai,airport,OurAirports,Asia/Chongqing
4980,6377,Pu'er Simao Airport,Simao,China,SYM,ZPSM,22.793301,100.959,0,8.0,U,Asia/Shanghai,airport,OurAirports,Asia/Chongqing
4981,6378,Zhaotong Airport,Zhaotong,China,ZAT,ZPZT,27.32559967041016,103.75499725341795,0,8.0,U,Asia/Shanghai,airport,OurAirports,Asia/Chongqing
4989,6386,Quanzhou Jinjiang International Airport,Quanzhou,China,JJN,ZSQZ,24.7964,118.589996,0,8.0,U,Asia/Shanghai,airport,OurAirports,Asia/Taipei
4999,6396,Qamdo Bangda Airport,Bangda,China,BPX,ZUBD,30.553600311279297,97.1082992553711,14219,8.0,U,Asia/Shanghai,airport,OurAirports,Asia/Urumqi
5000,6397,Dachuan Airport,Dazhou,China,DAX,ZUDX,31.1302,107.4295,0,8.0,U,Asia/Shanghai,airport,OurAirports,Asia/Chongqing
5001,6398,Guangyuan Airport,Guangyuan,China,GYS,ZUGU,32.391101837158196,105.7020034790039,0,8.0,U,Asia/Shanghai,airport,OurAirports,Asia/Chongqing
5002,6399,Luzhou Airport,Luzhou,China,LZO,ZULZ,28.85219955444336,105.39299774169922,0,8.0,U,Asia/Shanghai,airport,OurAirports,Asia/Chongqing
5003,6400,Mianyang Airport,Mianyang,China,MIG,ZUMY,31.4281005859375,104.74099731445312,0,8.0,U,Asia/Shanghai,airport,OurAirports,Asia/Chongqing
5004,6401,Nanchong Airport,Nanchong,China,NAO,ZUNC,30.79545,106.1626,0,8.0,U,Asia/Shanghai,airport,OurAirports,Asia/Chongqing
5005,6402,Nyingchi Airport,Nyingchi,China,LZY,ZUNZ,29.303300857543945,94.33529663085938,9675,8.0,U,Asia/Shanghai,airport,OurAirports,Asia/Urumqi
5006,6403,Wanxian Airport,Wanxian,China,WXN,ZUWX,30.8017,108.43299999999999,0,8.0,U,Asia/Shanghai,airport,OurAirports,Asia/Chongqing
5007,6404,Aksu Airport,Aksu,China,AKU,ZWAK,41.262501,80.291702,3816,8.0,U,Asia/Shanghai,airport,OurAirports,Asia/Kashgar
5008,6405,Qiemo Airport,Qiemo,China,IQM,ZWCM,38.14939880371094,85.53279876708984,4108,8.0,U,Asia/Shanghai,airport,OurAirports,Asia/Urumqi
5009,6406,Kuqa Airport,Kuqa,China,KCA,ZWKC,41.71810150146485,82.98690032958984,3524,8.0,U,Asia/Shanghai,airport,OurAirports,Asia/Urumqi
5010,6407,Korla Airport,Korla,China,KRL,ZWKL,41.69779968261719,86.12889862060547,0,8.0,U,Asia/Shanghai,airport,OurAirports,Asia/Urumqi
5011,6408,Karamay Airport,Karamay,China,KRY,ZWKM,45.46655,84.9527,0,8.0,U,Asia/Shanghai,airport,OurAirports,Asia/Urumqi
5012,6409,Yining Airport,Yining,China,YIN,ZWYN,43.955799,81.330299,0,8.0,U,Asia/Shanghai,airport,OurAirports,Asia/Kashgar
5013,6410,Heihe Airport,Heihe,China,HEK,ZYHE,50.1716209371,127.308883667,8530,8.0,U,Asia/Shanghai,airport,OurAirports,Asia/Harbin
5014,6411,Jiamusi Airport,Jiamusi,China,JMU,ZYJM,46.84339904789999,130.464996338,262,8.0,U,Asia/Shanghai,airport,OurAirports,Asia/Harbin
5016,6413,Qiqihar Sanjiazi Airport,Qiqihar,China,NDG,ZYQQ,47.239601135253906,123.91799926757812,477,8.0,U,Asia/Shanghai,airport,OurAirports,Asia/Harbin
5017,6414,Yanji Chaoyangchuan Airport,Yanji,China,YNJ,ZYYJ,42.8828010559,129.451004028,624,8.0,U,Asia/Shanghai,airport,OurAirports,Asia/Harbin
5030,6431,Lanzhou City Airport,Lanzhou,China,,ZLAN,36.033333,103.86667,5040,8.0,N,Asia/Shanghai,airport,OurAirports,Asia/Chongqing
5031,6432,Jiayuguan Airport,Jiayuguan,China,JGN,ZLJQ,39.856899,98.3414,5112,8.0,N,Asia/Shanghai,airport,OurAirports,Asia/Chongqing
5032,6434,Ordos Ejin Horo Airport,Dongsheng,China,DSN,ZBDS,39.49,109.861388889,4557,8.0,N,Asia/Shanghai,airport,OurAirports,Asia/Chongqing
5057,6494,Friedman Memorial Airport,Hailey,United States,SUN,KSUN,43.50439835,-114.2959976,5318,-7.0,A,America/Denver,airport,OurAirports,America/Boise
5070,6715,Gambell Airport,Gambell,United States,GAM,PAGM,63.76679992675781,-171.73300170898438,27,-9.0,A,America/Anchorage,airport,OurAirports,America/Nome
5071,6716,Hooper Bay Airport,Hooper Bay,United States,HPB,PAHP,61.52389908,-166.1470032,13,-9.0,A,America/Anchorage,airport,OurAirports,America/Nome
5073,6718,St Mary's Airport,St Mary's,United States,KSM,PASM,62.0605011,-163.30200200000002,312,-9.0,A,America/Anchorage,airport,OurAirports,America/Nome
5074,6719,Kivalina Airport,Kivalina,United States,KVL,PAVL,67.73619842529297,-164.56300354003906,13,-9.0,A,America/Anchorage,airport,OurAirports,America/Nome
